Archivo,Línea,Patrón,Severidad,Contenido,Sugerencia
"app\modules\recruitment.luxuryapp\employee-external\employee-external-list.html",77,"bootstrap-flex","medium","<div class=""d-flex"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-external\employee-external-list.html",111,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-external\employee-external-list.html",111,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\recruitment.luxuryapp\employee-external\employee-external-form.html",4,"bootstrap-flex","medium","<div class=""col-12 d-flex justify-content-center mb-4"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-external\employee-external-form.html",85,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-external\employee-external-form.html",89,"bootstrap-flex","medium","class=""d-flex justify-content-between align-items-center bg-body p-3 rounded shadow-sm""","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-external\employee-external-form.html",91,"bootstrap-flex","medium","<div class=""d-flex flex-column"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-external\employee-external-form.html",116,"bootstrap-flex","medium","<div class=""col-12 d-flex justify-content-end mt-4"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-document\employee-document-list.html",2,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2 mb-4"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-document\employee-document-list.html",17,"bootstrap-flex","medium","<div class=""d-flex gap-3 align-items-end flex-wrap"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-document\employee-document-list.html",18,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1 flex-fill min-w-min"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-document\employee-document-list.html",31,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1 flex-fill min-w-min"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-document\employee-document-list.html",82,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-document\employee-document-list.html",121,"bootstrap-flex","medium","<div class=""d-flex gap-2 align-items-center flex-wrap"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-emergen-contact\employee-emergency-contact-list.html",40,"bootstrap-flex","medium","<div class=""d-flex justify-content-center"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-emergen-contact\employee-emergency-contact-list.html",141,"bootstrap-flex","medium","<div class=""d-flex justify-content-center"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-clinical-data\employee-clinical-data-list.html",31,"bootstrap-flex","medium","<div class=""d-flex justify-content-center"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-clinical-data\employee-clinical-data-list.html",63,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-clinical-data\employee-clinical-data-list.html",63,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\recruitment.luxuryapp\employee-clinical-data\employee-clinical-data-form.html",19,"bootstrap-flex","medium","<div class=""col-12 d-flex justify-content-end mt-4"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-beneficiary\employee-beneficiary-list.html",35,"bootstrap-flex","medium","<div class=""d-flex justify-content-center"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-beneficiary\employee-beneficiary-list.html",72,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-beneficiary\employee-beneficiary-list.html",72,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\recruitment.luxuryapp\employee-beneficiary\employee-beneficiary-form.html",38,"bootstrap-flex","medium","<div class=""col-12 d-flex justify-content-end mt-4"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-bank-data\employee-bank-data-list.html",33,"bootstrap-flex","medium","<div class=""d-flex justify-content-center"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-bank-data\employee-bank-data-list.html",70,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee-bank-data\employee-bank-data-list.html",70,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\recruitment.luxuryapp\employee-bank-data\employee-bank-data-form.html",36,"bootstrap-flex","medium","<div class=""col-12 d-flex justify-content-end mt-4"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee\employee-personal-data-form.html",104,"bootstrap-flex","medium","<div class=""d-flex justify-content-end mt-3"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee\employee-laboral-data-form.html",99,"bootstrap-flex","medium","<div class=""d-flex justify-content-end mt-3"">","Usar "flex" de Tailwind"
"app\modules\recruitment.luxuryapp\employee\employee-address-form.html",77,"bootstrap-flex","medium","<div class=""d-flex justify-content-end mt-3"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",2,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",3,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1 mb-2"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",14,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2 h-full"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",15,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-between gap-2"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",47,"bootstrap-flex","medium","<div class=""d-flex flex-wrap gap-2"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",62,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3 h-full"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",63,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",73,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",86,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3 h-full"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",87,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\purchases.luxuryapp\historial-compras\historial-compras-list.html",99,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",20,"bootstrap-flex","medium","class=""d-flex flex-column flex-xl-row align-items-center justify-content-between gap-3 mb-3 w-full g-4""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",29,"bootstrap-flex","medium","class=""d-flex flex-column flex-md-row align-items-center justify-content-end gap-3 w-full xl:w-auto g-4""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",40,"bootstrap-flex","medium","class=""staff-board-actions d-flex flex-wrap gap-2 align-items-center justify-content-center justify-content-md-end""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",96,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",117,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",119,"bootstrap-flex","medium","class=""d-flex justify-content-between border-bottom-1 border-200 pb-1""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",124,"bootstrap-flex","medium","<div class=""d-flex justify-content-between"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",136,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-center gap-1"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",150,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",156,"bootstrap-spacing","medium","class=""cursor-pointer me-2""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-list.html",165,"bootstrap-spacing","medium","class=""me-2""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-hours.html",3,"bootstrap-flex","medium","<div class=""d-flex flex-column"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-hours.html",4,"bootstrap-flex","medium","<div class=""d-flex align-items-center p-3 bg-body-tertiary rounded-lg"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-hours.html",12,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-hours.html",14,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center p-3 border-bottom-1 border hover:bg-body-tertiary transiti...","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-hours.html",16,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-hours.html",33,"bootstrap-flex","medium","class=""d-flex flex-column align-items-center justify-content-center p-5 text-body-secondary""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-form.html",5,"bootstrap-flex","medium","class=""d-flex flex-column""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-form.html",104,"bootstrap-flex","medium","<div formArrayName=""diasDeTrabajo"" class=""d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\work-position\work-position-form.html",107,"bootstrap-flex","medium","<div class=""schedule-week-header d-flex justify-content-between align-items-center mb-2"">","Usar "flex" de Tailwind"
